Subaru Outback,"$18700, 1557897сом","2015г.,2.5л.,вариатор,универсал,бензин,рульслева,138000км",https://im.mashina.kg/tachka/images//1/3/c/13cbb48400c72fe20e3d1da634b7b3f1_240x180.jpg ; https://im.mashina.kg/tachka/images//4/5/a/45af3b0a2b7a9549cb9dcd7baf303ce2_240x180.jpg ; https://im.mashina.kg/tachka/images//8/3/a/83a3d0c750501944a9cf65b943185c3b_240x180.jpg ; https://im.mashina.kg/tachka/images//b/a/0/ba09a2e06ac8872414f64dd3f1a9dfd3_240x180.jpg
Toyota Prius,"$16500, 1374615сом","2016г.,1.8л.,вариатор,хэтчбек5дв.,гибрид,рульслева",https://im.mashina.kg/tachka/images//9/8/9/9896afd9ebd2a0e23a0ed1637e7cf3c3_240x180.jpg ; https://im.mashina.kg/tachka/images//e/9/0/e90fe2f0e4a10014da3f9d4b1d7bd31c_240x180.jpg ; https://im.mashina.kg/tachka/images//7/d/3/7d3956111bb1b1cfb4c667b3698a15dd_240x180.jpg ; https://im.mashina.kg/tachka/images//1/1/7/1173432e0c8fbd7f450f6775d4f401f2_240x180.jpg ; https://im.mashina.kg/tachka/images//f/9/5/f9546f54e46a274eea55cee5a0a04239_240x180.jpg
Toyota Prius,"$16500, 1374615сом","2016г.,1.8л.,вариатор,хэтчбек5дв.,гибрид,рульслева",https://im.mashina.kg/tachka/images//9/8/9/9896afd9ebd2a0e23a0ed1637e7cf3c3_240x180.jpg ; https://im.mashina.kg/tachka/images//e/9/0/e90fe2f0e4a10014da3f9d4b1d7bd31c_240x180.jpg ; https://im.mashina.kg/tachka/images//7/d/3/7d3956111bb1b1cfb4c667b3698a15dd_240x180.jpg ; https://im.mashina.kg/tachka/images//1/1/7/1173432e0c8fbd7f450f6775d4f401f2_240x180.jpg ; https://im.mashina.kg/tachka/images//f/9/5/f9546f54e46a274eea55cee5a0a04239_240x180.jpg
Honda Odyssey,"$7900, 658149сом","2003г.,2.3л.,автомат,минивэн,бензин,рульсправа,200000км",https://im.mashina.kg/tachka/images//7/6/c/76cb0b60f39a1cba243810574accdd29_240x180.jpg ; https://im.mashina.kg/tachka/images//1/b/a/1baffb681064e0c094224b431911d59f_240x180.jpg ; https://im.mashina.kg/tachka/images//9/9/7/9973270eb9db6551d685cba062452914_240x180.jpg ; https://im.mashina.kg/tachka/images//c/3/c/c3c01665bceef0dd8a509895dbe872dc_240x180.jpg ; https://im.mashina.kg/tachka/images//1/e/d/1ed8e6764597bdc01659c79d6dcc4d99_240x180.jpg
Subaru Legacy,"$5500, 458205сом","2002г.,3л.,автомат,седан,бензин,рульсправа,262000км",https://im.mashina.kg/tachka/images//7/3/c/73c13dd2188985a3ecc0a224f66caae9_240x180.jpg ; https://im.mashina.kg/tachka/images//b/0/4/b046b2d2e939d9f0478a65e8cf40daa8_240x180.jpg ; https://im.mashina.kg/tachka/images//7/c/8/7c8c971f5664b96d3883a069b8fc1737_240x180.jpg ; https://im.mashina.kg/tachka/images//3/3/7/3372620722a91e59fdf616b8426628bf_240x180.jpg ; https://im.mashina.kg/tachka/images//7/6/3/7634cd74209c0b874e8a822250becff3_240x180.jpg
Toyota Wish,"$8500, 708135сом","2003г.,1.8л.,автомат,компактвэн,бензин,рульсправа,200000км",https://im.mashina.kg/tachka/images//3/5/8/3583d272e97804f3da86bcffedb49f82_240x180.jpg ; https://im.mashina.kg/tachka/images//2/5/e/25ea82937305c09aec3acf499560549f_240x180.jpg ; https://im.mashina.kg/tachka/images//d/f/d/dfd3b3e89c06fc7d23a1033642316e47_240x180.jpg ; https://im.mashina.kg/tachka/images//3/f/b/3fb825aaec5b0dfe0adcded27aca5d5e_240x180.jpg ; https://im.mashina.kg/tachka/images//5/e/3/5e3670d24535e80040d9a5bcbbc33944_240x180.jpg
Daewoo Tico,"$1620, 135000сом","1996г.,0.8л.,автомат,хэтчбек5дв.,бензин,рульслева",https://im.mashina.kg/tachka/images//5/1/4/514e2be3ad647ab89155a4049c6da785_240x180.jpg ; https://im.mashina.kg/tachka/images//7/6/b/76b16bc853506770d86919575a0d61ac_240x180.jpg ; https://im.mashina.kg/tachka/images//2/7/7/277374136d7fa9b1a879a9355eade256_240x180.jpg ; https://im.mashina.kg/tachka/images//b/3/e/b3e0c37e775b715dcd2a558a01987767_240x180.jpg ; https://im.mashina.kg/tachka/images//2/1/a/21aaaf6f190401bb530fef40f9c146ce_240x180.jpg
Toyota Prius,"$13500, 1124685сом","2014г.,1.8л.,автомат,хэтчбек5дв.,гибрид,рульслева,191000км",https://im.mashina.kg/tachka/images//3/6/0/360de2320e86a596cba7eb769410ad4b_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/7/af7a68b3ef816b3f71b5da1419336809_240x180.jpg ; https://im.mashina.kg/tachka/images//8/d/0/8d048a0683f1739bb0eceb6c7f157e08_240x180.jpg ; https://im.mashina.kg/tachka/images//c/1/b/c1b45f485f96af28f43e8e876134644e_240x180.jpg ; https://im.mashina.kg/tachka/images//c/c/2/cc2691ad8fd40c03a7c075c64821dccd_240x180.jpg
Nissan X-Trail,"$6482, 540000сом","2002г.,2л.,автомат,внедорожник5дв.,бензин,рульслева,265000км",https://im.mashina.kg/tachka/images//5/a/e/5aec2dc4a0e779642b21f0772614f53d_240x180.jpg ; https://im.mashina.kg/tachka/images//6/b/7/6b7d6ab629be4d0fb76dcb8b2e9c0e72_240x180.jpg ; https://im.mashina.kg/tachka/images//7/1/c/71c39669c1ec1a7d4fc32c92b4be198d_240x180.jpg ; https://im.mashina.kg/tachka/images//2/7/5/275892ddba3a76498f11379268b2a9ce_240x180.jpg ; https://im.mashina.kg/tachka/images//b/2/e/b2e8a32ef9fd0a253f783d5ee80ca27c_240x180.jpg
Toyota Camry,"$18000, 1499580сом","2017г.,2.5л.,автомат,седан,бензин,рульслева,132000км",https://im.mashina.kg/tachka/images//2/a/c/2ac561a2917a2cc394c7239ba97a07d6_240x180.jpg ; https://im.mashina.kg/tachka/images//d/1/3/d132193e816ecc6ec6c74bada02853ce_240x180.jpg ; https://im.mashina.kg/tachka/images//6/7/0/6705c001478351556ac27374ce35200b_240x180.jpg ; https://im.mashina.kg/tachka/images//6/4/7/6477c38f207562e7a920e3dc0f27ded8_240x180.jpg ; https://im.mashina.kg/tachka/images//d/8/7/d8784b0b56f91c037b3b4f0bd0d6b7a1_240x180.jpg
Toyota Camry,"$26500, 2207715сом","2017г.,2.5л.,автомат,седан,бензин,рульслева,68000км",https://im.mashina.kg/tachka/images//2/2/9/2290d35bef69385cb6818a79bc16b1ad_240x180.jpg ; https://im.mashina.kg/tachka/images//9/0/b/90b083a1a62d88fa513fb83565568f6e_240x180.jpg ; https://im.mashina.kg/tachka/images//2/a/1/2a19cebe7f2549a53275e349061f297f_240x180.jpg ; https://im.mashina.kg/tachka/images//9/6/6/96607c480f7157524eea021da7f8f325_240x180.jpg ; https://im.mashina.kg/tachka/images//4/5/3/4532d201ce5e8e3fabc48568a6bd9fdb_240x180.jpg
Honda CR-V,"$6002, 500000сом","1997г.,2л.,автомат,внедорожник5дв.,бензин,рульслева,250000км",https://im.mashina.kg/tachka/images//b/8/8/b882867712fe2c4e87f738a5cd6ed05f_240x180.jpg ; https://im.mashina.kg/tachka/images//d/0/b/d0b6476f31d351081223b6b3f3cdcdd3_240x180.jpg ; https://im.mashina.kg/tachka/images//d/2/2/d226d800009fe5f9287f43f08e943709_240x180.jpg ; https://im.mashina.kg/tachka/images//c/4/3/c43e6eeebc0b6420c1a31be27f2552fd_240x180.jpg ; https://im.mashina.kg/tachka/images//8/e/1/8e1c3889f6fb3c138f9507e19f31e46e_240x180.jpg
Toyota Camry,"$21200, 1766172сом","2020г.,2.5л.,автомат,седан,бензин,рульслева,20000км",https://im.mashina.kg/tachka/images//8/e/c/8ecc735caa876a5235c73d2c9a7101e4_240x180.jpg ; https://im.mashina.kg/tachka/images//c/7/d/c7d9c576469815eefc3ea269bb13a7ae_240x180.jpg ; https://im.mashina.kg/tachka/images//9/8/9/9898e40e1d489096e8a4e5f215c3d6b3_240x180.jpg ; https://im.mashina.kg/tachka/images//e/e/f/eef84d1ba780aac5a61943dfb0b9d3ec_240x180.jpg ; https://im.mashina.kg/tachka/images//0/7/4/074d03f455fb03c7fcc8eb730874b0b0_240x180.jpg
Nissan Sunny,"$3841, 320000сом","2000г.,1.5л.,автомат,седан,бензин,рульсправа",https://im.mashina.kg/tachka/images//1/0/7/10750890f5e36744e75438a841803e0a_240x180.jpg ; https://im.mashina.kg/tachka/images//b/5/8/b5887c166e810da2609ddd1777878ef2_240x180.jpg ; https://im.mashina.kg/tachka/images//e/d/2/ed20989729b04bfe4e5bc13cec8fc886_240x180.jpg ; https://im.mashina.kg/tachka/images//d/c/e/dce55bd50fc737e6bf7885f601d41d9b_240x180.jpg ; https://im.mashina.kg/tachka/images//e/5/7/e57b0595c399b0371051d17f777ea246_240x180.jpg
Mazda Demio,"$5300, 441543сом","2006г.,1.3л.,автомат,хэтчбек5дв.,бензин,рульсправа,2900км",https://im.mashina.kg/tachka/images//6/0/1/6012e7e1a73c842d4197c3e9761d496d_240x180.jpg ; https://im.mashina.kg/tachka/images//6/f/7/6f7f8fcf29a39c63fa02870fe0fd34ad_240x180.jpg ; https://im.mashina.kg/tachka/images//f/8/2/f82bd00568898c8313b80779b1fb5264_240x180.jpg ; https://im.mashina.kg/tachka/images//b/c/0/bc031293ee8cdd76660a2ba71f427d83_240x180.jpg ; https://im.mashina.kg/tachka/images//6/1/5/615e2aaffb2108f0c69f3d04051758a8_240x180.jpg
Hyundai Getz,"$5522, 460000сом","2005г.,1.4л.,механика,хэтчбек5дв.,бензин,рульслева,294000км",https://im.mashina.kg/tachka/images//9/3/b/93b87cfa5e551334e6e921c0c04adca4_240x180.jpg ; https://im.mashina.kg/tachka/images//6/9/e/69e4f0c93f65da17ac0d253e3b8e556b_240x180.jpg ; https://im.mashina.kg/tachka/images//e/d/3/ed3ea12adf0bdf23034598751a3e0a9a_240x180.jpg ; https://im.mashina.kg/tachka/images//0/e/c/0ec6c4d0470e1890379515d57a948b3f_240x180.jpg ; https://im.mashina.kg/tachka/images//8/8/5/885e5f2ce435ed45cf857258707c203d_240x180.jpg
Lexus RX,"$15500, 1291305сом","2003г.,3л.,автомат,внедорожник5дв.,бензин,рульслева,195000км",https://im.mashina.kg/tachka/images//0/5/5/055551813d4bab870778b68a22eda61e_240x180.jpg ; https://im.mashina.kg/tachka/images//a/d/c/adc3e7e06dc485c9dafd3acffcbe9bfe_240x180.jpg ; https://im.mashina.kg/tachka/images//4/0/5/4056425e23c7b2bb31ea5d0bea092f0a_240x180.jpg ; https://im.mashina.kg/tachka/images//6/4/a/64a41f3b5485158a03441bedaf4df750_240x180.jpg ; https://im.mashina.kg/tachka/images//9/7/c/97c41046bf952d88e7036214f7f20bad_240x180.jpg
Hyundai Avante,"$5335, 444444сом","2005г.,1.5л.,автомат,седан,бензин,рульслева",https://im.mashina.kg/tachka/images//0/1/8/018a6b45d0f9e2d6a1bfb5c0b36295ca_240x180.jpg ; https://im.mashina.kg/tachka/images//2/7/e/27e5b29469c0c5fb13d144c708decd2a_240x180.jpg ; https://im.mashina.kg/tachka/images//8/d/5/8d536270c73ecd5821b58eb8b450bf8c_240x180.jpg ; https://im.mashina.kg/tachka/images//1/9/c/19c0f379f2e8015dc4873fe6933c7b1d_240x180.jpg ; https://im.mashina.kg/tachka/images//2/3/6/236bb6a392d78bcbe7eafdb6a07039f1_240x180.jpg
Hyundai Getz,"$4441, 370000сом","2003г.,1.3л.,механика,хэтчбек5дв.,бензин,рульслева,286000км",https://im.mashina.kg/tachka/images//d/b/a/dba0dfdf39700296a443c8021a56e028_240x180.jpg ; https://im.mashina.kg/tachka/images//6/f/3/6f305f65af34b9d58ad4347419e5f78b_240x180.jpg ; https://im.mashina.kg/tachka/images//d/2/c/d2ceba32d420d9cd1cfc0373515d7a0f_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/5/af5cb1421e0ab3da98cc65da836df9c4_240x180.jpg ; https://im.mashina.kg/tachka/images//c/1/2/c12556a76cb4555081def1b7860e5331_240x180.jpg
Mercedes-Benz C-класс,"$2881, 240000сом","1995г.,1.8л.,механика,седан,бензин,рульслева,330000км",https://im.mashina.kg/tachka/images//9/e/8/9e8c4f972eba51cdb28fff300b4db19f_240x180.jpg ; https://im.mashina.kg/tachka/images//5/9/1/591c043558f311802889a969d57dfacc_240x180.jpg
Mazda 3,"$7500, 624825сом","2008г.,2л.,автомат,седан,бензин,рульслева,178000км",https://im.mashina.kg/tachka/images//e/3/2/e32e48b5e7a48feafb571d826b25fb82_240x180.jpg ; https://im.mashina.kg/tachka/images//b/b/8/bb83831943f4cff0b42977a668bf34af_240x180.jpg ; https://im.mashina.kg/tachka/images//1/1/7/11710a2015662302fa8c2b84a888e493_240x180.jpg ; https://im.mashina.kg/tachka/images//1/9/d/19d56f4a6fa0cf8bcf5095d4a47093a1_240x180.jpg ; https://im.mashina.kg/tachka/images//3/a/d/3adb63fa5a61f3b4a4836616570cb83b_240x180.jpg
Toyota Aristo,"$8700, 724797сом","2002г.,3л.,автомат,седан,бензин,рульсправа,200000км",https://im.mashina.kg/tachka/images//d/e/a/dea03d2a4a76ae2d5f5e27a645bcec27_240x180.jpg
Toyota Aristo,"$8700, 724797сом","2002г.,3л.,автомат,седан,бензин,рульсправа,200000км",https://im.mashina.kg/tachka/images//d/e/a/dea03d2a4a76ae2d5f5e27a645bcec27_240x180.jpg
Toyota Alphard,"$15000, 1249650сом","2008г.,2.4л.,автомат,минивэн,бензин,рульслева,140000км",https://im.mashina.kg/tachka/images//d/c/1/dc189dde4cbbfc50d2f63e689dd2f973_240x180.jpg ; https://im.mashina.kg/tachka/images//f/8/a/f8afbafc1015576640e3c5364b4bf61c_240x180.jpg ; https://im.mashina.kg/tachka/images//3/7/9/3795f64cf78054609832246e07b8421b_240x180.jpg ; https://im.mashina.kg/tachka/images//e/2/8/e28843b649d6f9eb57fcc488f2fd3de3_240x180.jpg
Lexus LX,"$100000, 8331000сом","2017г.,4.5л.,автомат,внедорожник5дв.,дизель,рульслева",https://im.mashina.kg/tachka/images//e/4/d/e4d13fb80230a9adb60acae21b235c6c_240x180.jpg ; https://im.mashina.kg/tachka/images//4/b/e/4bed68ba919d35bb0d787c9866900316_240x180.jpg ; https://im.mashina.kg/tachka/images//f/8/d/f8d024f9bfb3311fa98ef8810189c942_240x180.jpg ; https://im.mashina.kg/tachka/images//1/7/3/173c9c8e3adc6ed16c42790425ef40d4_240x180.jpg ; https://im.mashina.kg/tachka/images//5/b/3/5b341433ad83d2aeb0fbd06f7eda8d6c_240x180.jpg
Daewoo Matiz,"$2881, 240000сом","2000г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева,220000км",https://im.mashina.kg/tachka/images//8/4/b/84bd855206afdf8414550ed280a17344_240x180.jpg ; https://im.mashina.kg/tachka/images//b/8/5/b85c2ab2bc475965bc1339dccc09d1c8_240x180.jpg ; https://im.mashina.kg/tachka/images//d/4/5/d453b66a3b33a5a69f6bdbffd29c7a63_240x180.jpg ; https://im.mashina.kg/tachka/images//5/4/9/54989996340f96a20ca0c78523bdc9bf_240x180.jpg ; https://im.mashina.kg/tachka/images//1/6/3/16386f6dd8a13b0d7338864e3b21a87b_240x180.jpg
Toyota Harrier,"$12200, 1016382сом","2003г.,2.4л.,автомат,внедорожник5дв.,бензин,рульсправа,200000км",https://im.mashina.kg/tachka/images//8/e/4/8e4aafdefd518a18d1e6587793b9ec00_240x180.jpg ; https://im.mashina.kg/tachka/images//a/4/5/a450cdcffe17fba5586496747170d308_240x180.jpg
Mercedes-Benz E-класс,"$9900, 824769сом","2002г.,3.2л.,автомат,седан,бензин,рульслева,150000км",https://im.mashina.kg/tachka/images//1/c/7/1c7d0b01ccd543ba7d5dca32542eb30f_240x180.jpg ; https://im.mashina.kg/tachka/images//2/c/6/2c610e3737c2b1d697aae1e764018e01_240x180.jpg ; https://im.mashina.kg/tachka/images//f/8/6/f86d68e3e102a00581f6dac263206387_240x180.jpg ; https://im.mashina.kg/tachka/images//4/3/a/43a7ba07450bbb6f27a25d9eb39b6854_240x180.jpg ; https://im.mashina.kg/tachka/images//7/0/e/70eb6b1cb5237073905c28b8708f8391_240x180.jpg
Infiniti QX,"$13000, 1083030сом","2006г.,5.6л.,автомат,внедорожник5дв.,бензин,рульслева,211000км",https://im.mashina.kg/tachka/images//5/b/f/5bf86857877d5894828ba3793fceefa0_240x180.jpg ; https://im.mashina.kg/tachka/images//d/b/4/db4e03d97df4765ce0e39cd780b4be38_240x180.jpg ; https://im.mashina.kg/tachka/images//c/9/7/c9729d4000ac2da539e77ebab3fba031_240x180.jpg ; https://im.mashina.kg/tachka/images//d/e/7/de7c23b91666b34f8067d4b3ed12d468_240x180.jpg ; https://im.mashina.kg/tachka/images//5/6/7/567c156c80e40131b46fdace3caf4cad_240x180.jpg
BMW 5 Серия,"$10800, 899748сом","2002г.,3л.,автомат,седан,бензин,рульслева,276000км",https://im.mashina.kg/tachka/images//b/0/9/b09664dd357fdbed5100fb862edaa008_240x180.jpg ; https://im.mashina.kg/tachka/images//3/0/0/3008204a2487626128f924a574c1d71f_240x180.jpg ; https://im.mashina.kg/tachka/images//f/0/8/f08d12ffc658f71882a25e68a5e98413_240x180.jpg ; https://im.mashina.kg/tachka/images//a/9/3/a932b938d4d9ac7845947004bb6a36b7_240x180.jpg ; https://im.mashina.kg/tachka/images//d/a/f/daf742b8e2ab6df138cb008b60cd3191_240x180.jpg
Honda Stream,"$7442, 620000сом","2005г.,2л.,вариатор,компактвэн,бензин,рульсправа,222735км",https://im.mashina.kg/tachka/images//3/0/4/304a9c27d7947b069940d47d0239fdea_240x180.jpg ; https://im.mashina.kg/tachka/images//e/9/0/e9052c103c38ca60055c66e69e942d55_240x180.jpg ; https://im.mashina.kg/tachka/images//2/5/2/2525fe88483543fb4e369660514d6ebe_240x180.jpg ; https://im.mashina.kg/tachka/images//a/9/4/a943cdd0988fe88ac404b6b8998ebe66_240x180.jpg
Toyota Camry,"$34000, 2832540сом","2021г.,2.5л.,автомат,седан,бензин,рульслева,38000км",https://im.mashina.kg/tachka/images//c/5/a/c5a06fb6aa79508387b823e38d11a6e8_240x180.jpg ; https://im.mashina.kg/tachka/images//6/8/4/68449a176001917c2e9705f77a46910c_240x180.jpg ; https://im.mashina.kg/tachka/images//3/7/8/378c6a550f910426e3e633a56409d650_240x180.jpg ; https://im.mashina.kg/tachka/images//2/1/1/211aa09ce84771f3636ea4acaeb613bb_240x180.jpg ; https://im.mashina.kg/tachka/images//a/1/5/a1531b029cfdbfa17bb0d6771f51038b_240x180.jpg
Toyota 4Runner,"$34000, 2832540сом","2017г.,4л.,автомат,внедорожник5дв.,бензин,рульслева,70811км",https://im.mashina.kg/tachka/images//b/5/4/b54a8394f0c33a85ed4f85aa058e32e1_240x180.jpg ; https://im.mashina.kg/tachka/images//c/f/a/cfa4747a8dbe5bdd31c248c59ba503a7_240x180.jpg ; https://im.mashina.kg/tachka/images//5/f/8/5f885ab2cd062891ba5609c948ae8836_240x180.jpg ; https://im.mashina.kg/tachka/images//d/5/4/d548e4af83d0533e6f6fbed7bef2995d_240x180.jpg ; https://im.mashina.kg/tachka/images//6/0/4/60444531a9a75e06d009f450238d5e40_240x180.jpg
Daewoo Matiz,"$4201, 350000сом","2008г.,0.8л.,механика,хэтчбек5дв.,бензин,рульслева",https://im.mashina.kg/tachka/images//c/3/a/c3a8692a82c46cc62545739c7d64a032_240x180.jpg ; https://im.mashina.kg/tachka/images//4/8/5/485359103387fff4aaf35f7117aecf5c_240x180.jpg ; https://im.mashina.kg/tachka/images//e/f/5/ef5666ad97e50001c4c372d230c26521_240x180.jpg ; https://im.mashina.kg/tachka/images//3/7/6/37604cec79c75f8025808f24ed7f93e3_240x180.jpg ; https://im.mashina.kg/tachka/images//6/b/2/6b2937560e4b98075cc346ab9524d0e8_240x180.jpg
Mazda Capella,"$2761, 230000сом","2001г.,1.8л.,механика,седан,бензин,рульсправа,300000км",https://im.mashina.kg/tachka/images//4/5/7/457e8490fa9a38f3b248725b73de61c1_240x180.jpg ; https://im.mashina.kg/tachka/images//e/f/c/efcf2347527365b27c19a84bfa268d0b_240x180.jpg ; https://im.mashina.kg/tachka/images//3/e/3/3e37d7b1fc9c3746f3c00ee00310fe56_240x180.jpg ; https://im.mashina.kg/tachka/images//9/8/e/98e42ff33a97fe6eef6061cebf903e59_240x180.jpg ; https://im.mashina.kg/tachka/images//d/e/c/deca556add5165d541faca7fa6d089bf_240x180.jpg
Honda Fit,"$7442, 620000сом","2004г.,1.3л.,вариатор,хэтчбек5дв.,бензин,рульсправа",https://im.mashina.kg/tachka/images//e/1/1/e115e99fc9fc1ba1f6203038d8178e87_240x180.jpg ; https://im.mashina.kg/tachka/images//7/5/d/75dacdc706c8a7cececdc48a1ff3bb23_240x180.jpg ; https://im.mashina.kg/tachka/images//e/9/c/e9c72df7837941ee5b82dd5831ee73b3_240x180.jpg ; https://im.mashina.kg/tachka/images//9/0/2/902b7fddcf1bc7f886334994abbf4812_240x180.jpg ; https://im.mashina.kg/tachka/images//9/1/8/9184769e681d224d17416a26267dad2e_240x180.jpg
BMW 5 Серия,"$6500, 541515сом","2002г.,3л.,автомат,седан,бензин,рульслева",https://im.mashina.kg/tachka/images//7/e/1/7e1e0237eb18ba639739d9cf7ab40f16_240x180.jpg ; https://im.mashina.kg/tachka/images//1/9/4/19436ce9e523294ea84fa9b22f109edf_240x180.jpg ; https://im.mashina.kg/tachka/images//e/e/2/ee2256ff4a0bf46f35a6e5ed82ef0df8_240x180.jpg ; https://im.mashina.kg/tachka/images//9/c/e/9ce79e19c376970b022c84cc8e2752bd_240x180.jpg ; https://im.mashina.kg/tachka/images//a/a/c/aacecf9e757f86775917df0329db6fe2_240x180.jpg
BMW X7,"$185000, 15412350сом","2022г.,3л.,автомат,внедорожник5дв.,дизель,рульслева",https://im.mashina.kg/tachka/images//0/2/4/02462913411c81b550c674521782d3e2_240x180.jpg ; https://im.mashina.kg/tachka/images//c/0/d/c0dc7a968db3beee37868b2d280cb39c_240x180.jpg ; https://im.mashina.kg/tachka/images//1/f/0/1f07951ed22b7c6a6bc5508b7450228a_240x180.jpg ; https://im.mashina.kg/tachka/images//c/5/f/c5f61c3e4a9fb7eb990de7329a584c75_240x180.jpg ; https://im.mashina.kg/tachka/images//9/9/9/9993bdda336d1b5b70712654e94d3380_240x180.jpg
Mercedes-Benz E-класс,"$4801, 400000сом","1996г.,3.2л.,автомат,седан,бензин,рульслева",https://im.mashina.kg/tachka/images//c/8/f/c8f58b61314fcdb521e3dc4c7d6d9d16_240x180.jpg ; https://im.mashina.kg/tachka/images//a/4/7/a4744fc7d456cd32e2438d022db71d72_240x180.jpg ; https://im.mashina.kg/tachka/images//9/4/6/94696e99ee272b5578f48de5a4a821c8_240x180.jpg ; https://im.mashina.kg/tachka/images//9/b/2/9b241212911f7704c249499ba082480b_240x180.jpg ; https://im.mashina.kg/tachka/images//8/5/b/85b5d6b784f69a23bf60090109bf648f_240x180.jpg
Hyundai Santa Fe,"$12300, 1024713сом","2009г.,2л.,автомат,внедорожник5дв.,дизель,рульслева,200000км",https://im.mashina.kg/tachka/images//6/f/f/6fff9a856959e34b95a8d9a583f1574b_240x180.jpg ; https://im.mashina.kg/tachka/images//3/c/7/3c741de5505216aec72d6eada4d4991d_240x180.jpg ; https://im.mashina.kg/tachka/images//8/d/f/8df7a20d27dbb979d0efe14e432fa33d_240x180.jpg ; https://im.mashina.kg/tachka/images//d/6/5/d654b27451ea7cb748e2db36641841d6_240x180.jpg ; https://im.mashina.kg/tachka/images//4/c/a/4cab2ccfa801ccf26aef2f7514e2431d_240x180.jpg
BMW 3 Серия,"$26000, 2166060сом","2017г.,2л.,автомат,седан,бензин,рульслева,80000км",https://im.mashina.kg/tachka/images//4/0/5/4056c255d60eb19a2238d3629fabb096_240x180.jpg ; https://im.mashina.kg/tachka/images//4/7/0/4704e222a1a7c80576e69d2f0f4ba749_240x180.jpg ; https://im.mashina.kg/tachka/images//f/7/3/f733c5d71acea767c10d07f2f49c444e_240x180.jpg ; https://im.mashina.kg/tachka/images//9/c/7/9c72cfaccbc964c275548e38798b51e6_240x180.jpg ; https://im.mashina.kg/tachka/images//0/f/7/0f76a192a355b5918364a5c7cbb1fad6_240x180.jpg
Toyota Harrier,"$13400, 1116354сом","2005г.,3л.,автомат,внедорожник5дв.,бензин,рульсправа,150000км",https://im.mashina.kg/tachka/images//8/c/9/8c9a7f6b91c9576414afcb5531aa6ad5_240x180.jpg ; https://im.mashina.kg/tachka/images//3/4/c/34ccad60354119fabd0b08f6b230e35f_240x180.jpg ; https://im.mashina.kg/tachka/images//a/5/d/a5debdff086bd04881f6333bb3f665dd_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/b/afb1f818a32e4012f98e8d4efa17c5ca_240x180.jpg ; https://im.mashina.kg/tachka/images//9/2/e/92e71c690aa6b28ae456699467271e2b_240x180.jpg
Toyota Harrier,"$13400, 1116354сом","2005г.,3л.,автомат,внедорожник5дв.,бензин,рульсправа,150000км",https://im.mashina.kg/tachka/images//8/c/9/8c9a7f6b91c9576414afcb5531aa6ad5_240x180.jpg ; https://im.mashina.kg/tachka/images//3/4/c/34ccad60354119fabd0b08f6b230e35f_240x180.jpg ; https://im.mashina.kg/tachka/images//a/5/d/a5debdff086bd04881f6333bb3f665dd_240x180.jpg ; https://im.mashina.kg/tachka/images//a/f/b/afb1f818a32e4012f98e8d4efa17c5ca_240x180.jpg ; https://im.mashina.kg/tachka/images//9/2/e/92e71c690aa6b28ae456699467271e2b_240x180.jpg
Honda Civic,"$5522, 460000сом","2001г.,1.5л.,автомат,хэтчбек5дв.,бензин,рульсправа",https://im.mashina.kg/tachka/images//9/f/e/9fe2e17e161291ecffe19f1a4a13321a_240x180.jpg ; https://im.mashina.kg/tachka/images//6/d/0/6d0bb74761dc18bef3c8f05491b4c3e5_240x180.jpg ; https://im.mashina.kg/tachka/images//5/7/b/57bc34cfa7a7f5827e9df5b3afeb11fb_240x180.jpg ; https://im.mashina.kg/tachka/images//7/9/c/79ce3ad16a39e6b94eb72bddc5688731_240x180.jpg ; https://im.mashina.kg/tachka/images//9/0/4/904a4ea09ede5793bd6c522a9538cd97_240x180.jpg
Honda Civic,"$13800, 1149678сом","2013г.,1.8л.,автомат,седан,бензин,рульслева,206070км",https://im.mashina.kg/tachka/images//6/6/0/660820af19b4e332be49bd49c6860c0f_240x180.jpg ; https://im.mashina.kg/tachka/images//d/d/b/ddb2e29738abf61eecd165c4a9133f22_240x180.jpg ; https://im.mashina.kg/tachka/images//4/e/8/4e855d5e5cc3c36e4c18c2e1cde3b373_240x180.jpg ; https://im.mashina.kg/tachka/images//3/9/9/3997a628e68de65ddebbd3c9a432ec76_240x180.jpg ; https://im.mashina.kg/tachka/images//6/2/f/62f8b43b9f6074c6a779425c09b69414_240x180.jpg
Honda Jazz,"$11500, 958065сом","2008г.,1.3л.,вариатор,хэтчбек5дв.,бензин,рульслева",https://im.mashina.kg/tachka/images//a/b/6/ab6435fcba6c6ce0b77a39690270e192_240x180.jpg ; https://im.mashina.kg/tachka/images//a/5/a/a5a928bd4bda65588959961df74e15d3_240x180.jpg ; https://im.mashina.kg/tachka/images//b/9/6/b96fb6af1fff3bb1490ec79e0a003a2a_240x180.jpg ; https://im.mashina.kg/tachka/images//4/1/f/41ff837f8acafd474e68d6d081bb6e3e_240x180.jpg ; https://im.mashina.kg/tachka/images//5/e/e/5ee1c2ae494901e63921956050b2942a_240x180.jpg
